danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,Tercer.Par,Asis,Cuarto.Par,4P_60,id_anony
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,9,24,3,0,0,2.0,0.0,1.0,,,es_1366
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,5,6,1,0,0,0.0,0.0,1.0,,,es_1510
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,18,6,3,0,0,0.0,0.0,1.0,,,es_1514
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,15,18,4,0,0,1.0,0.0,1.0,,,es_1431
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,12,22,3,39,0,2.0,0.0,1.0,,,es_1539
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,20,32,3,0,0,5.0,0.0,1.0,,,es_1547
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,21,12,3,0,0,2.0,0.0,1.0,,,es_1441
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,6,7,2,0,0,0.0,0.0,1.0,,,es_1588
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,9,20,4,46,0,2.0,0.0,1.0,,,es_1596
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,18,34,5,0,0,4.0,0.0,1.0,,,es_1598
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,23,33,6,0,0,5.0,0.0,1.0,,,es_1603
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,12,19,2,0,0,0.0,0.0,1.0,,,es_1607
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,13,24,2,0,0,1.5,0.0,1.0,,,es_1622
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,9,0,1,0,0,0.0,0.0,0.0,,,es_1478
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,14,29,5,0,0,5.0,0.0,1.0,,,es_1623
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,15,17,2,26,0,0.0,0.0,1.0,,,es_1629
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,15,9,4,26,0,1.0,0.0,1.0,,,es_1400
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,20,30,4,0,0,5.0,0.0,1.0,,,es_1637
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,18,27,5,0,0,3.0,0.0,1.0,,,es_1076
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,14,12,2,24,0,0.0,0.0,1.0,,,es_1662
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,21,25,3,0,0,5.0,0.0,1.0,,,es_1666
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,21,30,6,0,0,5.0,0.0,1.0,,,es_1677
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,12,9,3,31,0,0.0,0.0,1.0,,,es_1682
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,15,24,6,0,0,2.0,0.0,1.0,,,es_1693
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,8,12,4,26,0,1.0,0.0,1.0,,,es_1719
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,11,9,2,16,0,0.0,0.0,1.0,,,es_1726
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,15,16,2,0,0,2.0,0.0,1.0,,,es_1728
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,10,15,2,0,0,0.0,0.0,1.0,,,es_1734
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2011,21,21,0,0,0,3.0,0.0,0.0,,,es_1425
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,6,14,4,16,0,0.0,0.0,1.0,,,es_1742
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,9,8,1,0,0,0.0,0.0,1.0,,,es_1748
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,17,27,4,0,0,3.0,0.0,1.0,,,es_1756
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,9,15,4,46,0,1.0,0.0,1.0,,,es_1757
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,0,8,0,2,0,0,0.0,0.0,0.0,,,es_1762
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,S,2012,19,21,3,0,0,3.0,0.0,1.0,,,es_1778
2012,2,9001,CALCULO 1,MCT-PLS09 ,1,1,2012,2,N,2012,23,16,3,0,0,1.0,0.0,1.0,,,es_1782
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2011,0,20,0,0,0,2.0,0.0,0.0,,,es_1116
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,2012,16,20,6,0,0,0.0,0.0,1.0,,,es_1510
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2011,6,23,7,0,0,2.0,0.0,0.0,,,es_1127
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,2012,13,20,7,0,0,0.0,0.0,1.0,,,es_1514
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,18,22,6,0,0,3.0,0.0,1.0,,,es_1431
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,15,14,7,0,0,2.0,0.0,1.0,,,es_1539
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,20,30,7,0,0,5.0,0.0,1.0,,,es_1547
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,4,0,0,0,0,0.0,0.0,1.0,,,es_1441
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,8,18,5,0,0,0.0,0.0,1.0,,,es_1588
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,2012,13,11,3,0,0,1.0,0.0,1.0,,,es_1596
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,14,27,10,0,0,5.0,0.0,1.0,,,es_1598
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,17,29,10,0,0,5.0,0.0,1.0,,,es_1603
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,10,16,4,0,0,0.0,0.0,1.0,,,es_1607
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,11,19,5,0,0,2.0,0.0,1.0,,,es_1622
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,10,29,7,0,0,3.0,0.0,1.0,,,es_1623
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,11,17,3,0,0,0.0,0.0,1.0,,,es_1629
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,21,19,9,0,0,4.0,0.0,1.0,,,es_1637
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,20,23,5,0,0,4.0,0.0,1.0,,,es_1076
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,14,20,4,0,0,1.5,0.0,1.0,,,es_1662
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,16,28,7,0,0,5.0,0.0,1.0,,,es_1666
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,20,23,9,0,0,5.0,0.0,1.0,,,es_1677
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2011,13,29,10,0,0,4.0,0.0,0.0,,,es_1289
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,8,13,3,0,0,2.0,0.0,1.0,,,es_1682
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,2011,5,0,0,0,0,1.0,0.0,0.0,,,es_1306
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,11,26,3,0,0,2.0,0.0,1.0,,,es_1693
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,12,26,4,0,0,1.3333333333333333,0.0,1.0,,,es_1719
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,38,0,2.0,0.0,1.0,,,es_1726
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,6,24,2,38,0,2.0,0.0,1.0,,,es_1728
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,13,0,4,0,0,0.0,0.0,1.0,,,es_1734
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,0,5,17,4,0,0,0.0,0.0,1.0,,,es_1742
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,8,18,3,45,0,3.0,0.0,1.0,,,es_1748
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,16,23,5,0,0,3.0,0.0,1.0,,,es_1756
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,9,23,3,0,0,2.0,0.0,1.0,,,es_1757
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,10,27,3,0,0,2.0,0.0,1.0,,,es_1762
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,S,2012,16,12,3,39,0,2.0,0.0,1.0,,,es_1778
2012,2,9002,FISICA 1,MCT-PLS09 ,1,1,2012,2,N,2012,13,24,3,0,0,1.0,0.0,1.0,,,es_1782
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,3.0,0.0,1.0,,,es_1119
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1510
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1514
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1539
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1547
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1441
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,2012,0,0,0,0,0,1.0,0.0,1.0,,,es_1588
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,2012,0,0,0,35,0,1.0,0.0,1.0,,,es_1596
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1598
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1603
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,1.5,0.0,1.0,,,es_1607
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1622
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,0.0,,,es_1478
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1623
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,2012,0,0,0,33,0,0.0,0.0,1.0,,,es_1629
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1637
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,54,0,5.0,0.0,1.0,,,es_1076
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,2012,0,0,0,28,0,1.0,0.0,1.0,,,es_1662
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1666
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1677
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,25,0,5.0,0.0,1.0,,,es_1682
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1693
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,42,0,4.0,0.0,1.0,,,es_1719
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,2.5,0.0,1.0,,,es_1726
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1728
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1734
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1425
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,32,0,0.0,0.0,1.0,,,es_1742
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,29,0,3.0,0.0,1.0,,,es_1748
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,5.0,0.0,1.0,,,es_1756
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,22,0,0.0,0.0,1.0,,,es_1757
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,39,0,3.0,0.0,1.0,,,es_1762
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,0,0,3.0,0.0,1.0,,,es_1430
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,S,2012,0,0,0,38,0,4.0,0.0,1.0,,,es_1778
2012,2,9003,GEOMETRIA ANALITICA,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1782
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2011,0,0,0,0,0,2.0,0.0,0.0,,,es_1116
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,4,28,9,0,0,2.0,0.0,1.0,,,es_1119
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,0,0,6,0,0,0.0,0.0,1.0,,,es_1510
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,14,28,9,0,0,3.0,0.0,1.0,,,es_1127
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,10,2,9,0,0,0.0,0.0,1.0,,,es_1514
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,2,0,4,0,0,0.0,0.0,1.0,,,es_1174
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,11,19,10,0,0,2.0,0.0,1.0,,,es_1539
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,11,14,10,0,0,3.0,0.0,1.0,,,es_1547
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,13,19,9,0,0,1.5,0.0,1.0,,,es_1441
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,2,0,7,0,0,0.0,0.0,1.0,,,es_1588
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,6,26,7,0,0,2.0,0.0,1.0,,,es_1596
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,12,24,10,0,0,3.0,0.0,1.0,,,es_1598
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,17,27,10,0,0,4.0,0.0,1.0,,,es_1603
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,12,8,7,26,0,0.0,0.0,1.0,,,es_1607
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,13,24,7,0,0,2.0,0.0,1.0,,,es_1622
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,0,0,0,0,0,0.0,0.0,1.0,,,es_1478
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,13,24,7,0,0,2.0,0.0,1.0,,,es_1623
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,5,16,6,39,0,3.0,0.0,1.0,,,es_1629
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,15,28,7,0,0,4.0,0.0,1.0,,,es_1637
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,7,29,10,0,0,2.0,0.0,1.0,,,es_1076
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,5,29,6,0,0,2.0,0.0,1.0,,,es_1662
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,23,31,9,0,0,5.0,0.0,1.0,,,es_1666
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,17,35,10,0,0,5.0,0.0,1.0,,,es_1677
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,6,20,7,21,0,0.0,0.0,1.0,,,es_1682
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,10,8,6,6,0,0.0,0.0,1.0,,,es_1306
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,11,16,9,28,0,2.0,0.0,1.0,,,es_1693
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,2,14,6,10,0,0.0,0.0,1.0,,,es_1719
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,10,26,9,0,0,2.0,0.0,1.0,,,es_1726
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2011,11,27,0,26,0,2.0,0.0,0.0,,,es_1326
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,0,7,6,0,0,0.0,0.0,1.0,,,es_1728
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,15,8,9,0,0,0.0,0.0,1.0,,,es_1734
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,5,7,6,0,0,0.0,0.0,1.0,,,es_1742
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,8,13,6,25,0,0.0,0.0,1.0,,,es_1748
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,7,17,6,45,0,2.0,0.0,1.0,,,es_1756
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,2012,8,25,9,0,0,1.0,0.0,1.0,,,es_1757
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,7,17,7,0,0,0.0,0.0,1.0,,,es_1762
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,0,7,7,0,0,0.0,0.0,1.0,,,es_1430
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,S,2012,12,17,6,0,0,1.5,0.0,1.0,,,es_1778
2012,2,9004,ALGEBRA LINEAL 1,MCT-PLS09 ,1,1,2012,2,N,0,10,5,8,21,0,0.0,0.0,1.0,,,es_1782
2013,1,13005,DIBUJO TECNICO,MCT-PLS13 ,1,1,2013,1,N,0,10,0,0,0,0,0.0,0.0,0.0,,,es_1318
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,24,0,0,0,3.0,0.0,0.0,,,es_1514
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,14,24,5,0,0,3.0,0.0,1.0,,,es_1812
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,11,13,2,30,26,0.0,0.0,1.0,,,es_1815
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,12,17,6,0,0,3.0,0.0,1.0,,,es_1825
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,13,22,8,43,0,4.0,0.0,1.0,,,es_1830
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,21,7,52,0,4.0,0.0,1.0,,,es_1841
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,0,0,0,0,0,0.0,0.0,0.0,,,es_1441
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,18,19,6,0,0,4.0,0.0,1.0,,,es_1860
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,11,9,6,35,0,2.0,0.0,1.0,,,es_1862
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,12,22,6,0,0,3.0,0.0,1.0,,,es_1863
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,23,5,0,0,2.0,0.0,1.0,,,es_1864
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,10,17,6,51,35,5.0,0.0,1.0,,,es_1588
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,29,9,0,0,3.0,0.0,1.0,,,es_1867
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,18,24,8,0,0,4.0,0.0,1.0,,,es_1876
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,0,0,0,38,0,2.0,0.0,0.0,,,es_1596
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,19,25,6,0,0,4.0,0.0,1.0,,,es_1882
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,13,17,7,57,0,5.0,0.0,1.0,,,es_1891
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,2013,12,19,6,32,0,0.0,0.0,1.0,,,es_1607
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,13,28,10,0,0,5.0,0.0,1.0,,,es_1901
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,14,12,4,31,35,3.0,0.0,1.0,,,es_1903
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,24,9,0,0,3.0,0.0,1.0,,,es_1904
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,9,7,7,36,0,2.0,0.0,1.0,,,es_1905
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,13,9,3,23,21,0.0,0.0,1.0,,,es_1911
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,13,21,7,0,0,4.0,0.0,1.0,,,es_1629
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,16,25,7,0,0,4.0,0.0,1.0,,,es_1919
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,14,20,8,54,0,5.0,0.0,1.0,,,es_1928
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,10,14,4,0,0,0.0,0.0,1.0,,,es_1933
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,18,23,9,0,0,4.0,0.0,1.0,,,es_1938
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,26,8,0,0,5.0,0.0,1.0,,,es_1943
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,16,7,0,0,3.0,0.0,1.0,,,es_1948
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,11,10,5,41,0,2.5,0.0,1.0,,,es_1958
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,16,20,6,0,0,3.0,0.0,1.0,,,es_1959
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,16,28,8,0,0,5.0,0.0,1.0,,,es_1964
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,16,23,7,0,0,3.0,0.0,1.0,,,es_1973
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,13,21,5,0,0,2.0,0.0,1.0,,,es_1975
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,20,7,0,0,3.0,0.0,1.0,,,es_1977
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,9,4,5,0,0,0.0,0.0,1.0,,,es_1983
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,11,22,4,0,0,1.5,0.0,1.0,,,es_1993
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,0,0,0,0,0,0.0,0.0,0.0,,,es_1306
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,11,30,6,0,0,4.0,0.0,1.0,,,es_2000
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,15,7,5,38,0,2.0,0.0,1.0,,,es_2003
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,2013,12,19,5,0,35,1.0,0.0,1.0,,,es_2008
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,N,0,0,0,0,0,0,0.0,0.0,0.0,,,es_650
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,12,16,7,0,0,3.0,0.0,1.0,,,es_2010
2013,2,13001,FISICA 1,MCT-PLS13 ,1,1,2013,2,S,2013,14,27,6,0,0,4.0,0.0,1.0,,,es_2022
